x   host1          host2 
321 3.93 GBytes 33.7 Gbits/sec       4.06 GBytes 34.8 Gbits/sec
322 3.93 GBytes 33.8 Gbits/sec       4.49 GBytes 38.6 Gbits/sec
323 3.93 GBytes 33.7 Gbits/sec       4.14 GBytes 35.5 Gbits/sec
324 4.52 GBytes 38.8 Gbits/sec       3.68 GBytes 31.6 Gbits/sec
325 3.79 GBytes 32.5 Gbits/sec       4.9 GBytes 42.1 Gbits/sec
326 4.11 GBytes 35.3 Gbits/sec       4.6 GBytes 39.5 Gbits/sec
327 3.85 GBytes 33.1 Gbits/sec       3.69 GBytes 31.7 Gbits/sec
328 4.03 GBytes 34.6 Gbits/sec       4.03 GBytes 34.6 Gbits/sec
329 3.86 GBytes 33.1 Gbits/sec       4.42 GBytes 38 Gbits/sec
330 4.21 GBytes 36.2 Gbits/sec       4.18 GBytes 35.9 Gbits/sec
331 3.95 GBytes 33.9 Gbits/sec       3.99 GBytes 34.3 Gbits/sec
332 4.12 GBytes 35.4 Gbits/sec       4.02 GBytes 34.6 Gbits/sec
333 3.95 GBytes 33.9 Gbits/sec       4.64 GBytes 39.9 Gbits/sec
334 4.26 GBytes 36.6 Gbits/sec       4.17 GBytes 35.8 Gbits/sec
335 3.98 GBytes 34.2 Gbits/sec       4.06 GBytes 34.9 Gbits/sec
336 4.18 GBytes 35.9 Gbits/sec       3.8 GBytes 32.7 Gbits/sec
337 3.95 GBytes 33.9 Gbits/sec       4.2 GBytes 36.1 Gbits/sec
338 4.33 GBytes 37.2 Gbits/sec       3.86 GBytes 33.2 Gbits/sec
339 4.19 GBytes 36 Gbits/sec       4.41 GBytes 37.9 Gbits/sec
340 4.34 GBytes 37.3 Gbits/sec       3.82 GBytes 32.8 Gbits/sec
341 4.21 GBytes 36.2 Gbits/sec       4.22 GBytes 36.2 Gbits/sec
342 4.03 GBytes 34.6 Gbits/sec       4.48 GBytes 38.5 Gbits/sec
343 4.12 GBytes 35.4 Gbits/sec       3.86 GBytes 33.2 Gbits/sec
344 3.86 GBytes 33.2 Gbits/sec       4.51 GBytes 38.8 Gbits/sec
345 4.11 GBytes 35.3 Gbits/sec       4.3 GBytes 36.9 Gbits/sec
346 3.68 GBytes 31.6 Gbits/sec       3.79 GBytes 32.5 Gbits/sec
347 4.39 GBytes 37.7 Gbits/sec       3.95 GBytes 34 Gbits/sec
348 4.17 GBytes 35.8 Gbits/sec       4.51 GBytes 38.8 Gbits/sec
349 3.37 GBytes 29 Gbits/sec       3.84 GBytes 33 Gbits/sec
350 3.52 GBytes 30.2 Gbits/sec       3.76 GBytes 32.3 Gbits/sec
351 3.85 GBytes 33.1 Gbits/sec       3.44 GBytes 29.6 Gbits/sec
352 4.14 GBytes 35.5 Gbits/sec       4.48 GBytes 38.5 Gbits/sec
353 4.03 GBytes 34.6 Gbits/sec       4.03 GBytes 34.6 Gbits/sec
354 4.4 GBytes 37.8 Gbits/sec       3.92 GBytes 33.7 Gbits/sec
355 4.09 GBytes 35.1 Gbits/sec       3.67 GBytes 31.5 Gbits/sec
356 3.83 GBytes 32.9 Gbits/sec       3.99 GBytes 34.3 Gbits/sec
357 3.61 GBytes 31 Gbits/sec       4.02 GBytes 34.6 Gbits/sec
358 4.08 GBytes 35 Gbits/sec       4.34 GBytes 37.3 Gbits/sec
359 3.63 GBytes 31.1 Gbits/sec       4.87 GBytes 41.8 Gbits/sec
360 4.52 GBytes 38.8 Gbits/sec       3.72 GBytes 32 Gbits/sec
361 4.21 GBytes 36.2 Gbits/sec       4.23 GBytes 36.4 Gbits/sec
362 3.94 GBytes 33.8 Gbits/sec       4.12 GBytes 35.4 Gbits/sec
363 3.94 GBytes 33.8 Gbits/sec       4.44 GBytes 38.2 Gbits/sec
364 4.14 GBytes 35.5 Gbits/sec       4.43 GBytes 38.1 Gbits/sec
365 4.24 GBytes 36.4 Gbits/sec       4.2 GBytes 36.1 Gbits/sec
366 4.14 GBytes 35.6 Gbits/sec       4.4 GBytes 37.8 Gbits/sec
367 4.13 GBytes 35.5 Gbits/sec       4.37 GBytes 37.5 Gbits/sec
368 4.13 GBytes 35.5 Gbits/sec       4.18 GBytes 35.9 Gbits/sec
369 4.21 GBytes 36.2 Gbits/sec       3.73 GBytes 32.1 Gbits/sec
370 4.16 GBytes 35.7 Gbits/sec       3.41 GBytes 29.3 Gbits/sec
371 3.89 GBytes 33.4 Gbits/sec       4.54 GBytes 39 Gbits/sec
372 3.8 GBytes 32.6 Gbits/sec       4.05 GBytes 34.8 Gbits/sec
373 4.87 GBytes 41.8 Gbits/sec       2.63 GBytes 22.6 Gbits/sec
374 4.1 GBytes 35.2 Gbits/sec       3.82 GBytes 32.8 Gbits/sec
375 4.43 GBytes 38 Gbits/sec       3.79 GBytes 32.6 Gbits/sec
376 4.07 GBytes 35 Gbits/sec       4.3 GBytes 37 Gbits/sec
377 3.71 GBytes 31.8 Gbits/sec       4.35 GBytes 37.3 Gbits/sec
378 4.47 GBytes 38.4 Gbits/sec       4.06 GBytes 34.9 Gbits/sec
379 4.11 GBytes 35.3 Gbits/sec       4.54 GBytes 39 Gbits/sec
380 4.34 GBytes 37.3 Gbits/sec       4.08 GBytes 35 Gbits/sec
381 4.02 GBytes 34.5 Gbits/sec       4.12 GBytes 35.4 Gbits/sec
382 4.18 GBytes 35.9 Gbits/sec       3.9 GBytes 33.5 Gbits/sec
383 3.97 GBytes 34.1 Gbits/sec       3.84 GBytes 33 Gbits/sec
384 4.17 GBytes 35.9 Gbits/sec       4.01 GBytes 34.5 Gbits/sec
385 4.28 GBytes 36.7 Gbits/sec       4.5 GBytes 38.6 Gbits/sec
386 3.87 GBytes 33.2 Gbits/sec       4.34 GBytes 37.3 Gbits/sec
387 3.98 GBytes 34.2 Gbits/sec       4.32 GBytes 37.1 Gbits/sec
388 3.86 GBytes 33.2 Gbits/sec       4.86 GBytes 41.8 Gbits/sec
389 4 GBytes 34.4 Gbits/sec       4.16 GBytes 35.8 Gbits/sec
390 4.09 GBytes 35.1 Gbits/sec       4.31 GBytes 37 Gbits/sec
391 4.19 GBytes 36 Gbits/sec       4.21 GBytes 36.2 Gbits/sec
392 4.02 GBytes 34.6 Gbits/sec       4.26 GBytes 36.6 Gbits/sec
393 3.73 GBytes 32 Gbits/sec       4.54 GBytes 39 Gbits/sec
394 4.53 GBytes 38.9 Gbits/sec       3.7 GBytes 31.8 Gbits/sec
395 4.39 GBytes 37.7 Gbits/sec       3.81 GBytes 32.7 Gbits/sec
396 4.01 GBytes 34.4 Gbits/sec       4.09 GBytes 35.1 Gbits/sec
397 4.04 GBytes 34.7 Gbits/sec       4.4 GBytes 37.8 Gbits/sec
398 3.99 GBytes 34.2 Gbits/sec       4.18 GBytes 35.9 Gbits/sec
399 4.2 GBytes 36.1 Gbits/sec       3.82 GBytes 32.8 Gbits/sec
400 4.17 GBytes 35.8 Gbits/sec       4.01 GBytes 34.4 Gbits/sec
401 3.66 GBytes 31.4 Gbits/sec       4.1 GBytes 35.2 Gbits/sec
402 4.1 GBytes 35.2 Gbits/sec       4.16 GBytes 35.7 Gbits/sec
403 3.92 GBytes 33.7 Gbits/sec       3.96 GBytes 34 Gbits/sec
404 3.96 GBytes 34 Gbits/sec       4.46 GBytes 38.3 Gbits/sec
405 3.95 GBytes 33.9 Gbits/sec       4.45 GBytes 38.2 Gbits/sec
406 3.66 GBytes 31.5 Gbits/sec       4.05 GBytes 34.8 Gbits/sec
407 4.61 GBytes 39.6 Gbits/sec       3.52 GBytes 30.2 Gbits/sec
408 4.36 GBytes 37.4 Gbits/sec       3.59 GBytes 30.8 Gbits/sec
409 4.15 GBytes 35.7 Gbits/sec       4.51 GBytes 38.8 Gbits/sec
410 4.21 GBytes 36.1 Gbits/sec       4.26 GBytes 36.6 Gbits/sec
411 3.97 GBytes 34.1 Gbits/sec       4.56 GBytes 39.1 Gbits/sec
412 4.01 GBytes 34.4 Gbits/sec       4.47 GBytes 38.4 Gbits/sec
413 4.32 GBytes 37.1 Gbits/sec       4.33 GBytes 37.2 Gbits/sec
414 5.03 GBytes 43.2 Gbits/sec       3 GBytes 25.8 Gbits/sec
415 4.29 GBytes 36.9 Gbits/sec       4.18 GBytes 35.9 Gbits/sec
416 3.98 GBytes 34.2 Gbits/sec       4.73 GBytes 40.6 Gbits/sec
417 3.62 GBytes 31.1 Gbits/sec       4.43 GBytes 38.1 Gbits/sec
418 3.42 GBytes 29.4 Gbits/sec       4.9 GBytes 42.1 Gbits/sec
419 3.79 GBytes 32.5 Gbits/sec       4.25 GBytes 36.5 Gbits/sec
420 3.07 GBytes 26.4 Gbits/sec       3.34 GBytes 28.7 Gbits/sec
421 3.55 GBytes 30.5 Gbits/sec       4.1 GBytes 35.3 Gbits/sec
422 4.09 GBytes 35.2 Gbits/sec       3.88 GBytes 33.3 Gbits/sec
423 4.11 GBytes 35.3 Gbits/sec       4.2 GBytes 36.1 Gbits/sec
424 4.08 GBytes 35.1 Gbits/sec       4.53 GBytes 38.9 Gbits/sec
425 4.21 GBytes 36.1 Gbits/sec       4.02 GBytes 34.5 Gbits/sec
426 4.13 GBytes 35.5 Gbits/sec       4.34 GBytes 37.2 Gbits/sec
427 3.73 GBytes 32.1 Gbits/sec       4.06 GBytes 34.8 Gbits/sec
428 3.95 GBytes 34 Gbits/sec       4.18 GBytes 35.9 Gbits/sec
429 4.15 GBytes 35.6 Gbits/sec       4.13 GBytes 35.4 Gbits/sec
430 4.43 GBytes 38 Gbits/sec       3.59 GBytes 30.9 Gbits/sec
431 4.12 GBytes 35.4 Gbits/sec       4.26 GBytes 36.6 Gbits/sec
432 4.03 GBytes 34.6 Gbits/sec       3.78 GBytes 32.5 Gbits/sec
433 3.77 GBytes 32.4 Gbits/sec       4.27 GBytes 36.7 Gbits/sec
434 4.08 GBytes 35 Gbits/sec       3.74 GBytes 32.1 Gbits/sec
435 4.35 GBytes 37.4 Gbits/sec       3.62 GBytes 31.1 Gbits/sec
436 3.19 GBytes 27.4 Gbits/sec       3.44 GBytes 29.6 Gbits/sec
437 3.53 GBytes 30.3 Gbits/sec       4.04 GBytes 34.7 Gbits/sec
438 4.08 GBytes 35.1 Gbits/sec       3.66 GBytes 31.4 Gbits/sec
439 4.15 GBytes 35.7 Gbits/sec       3.98 GBytes 34.2 Gbits/sec
440 4.46 GBytes 38.3 Gbits/sec       3.43 GBytes 29.5 Gbits/sec
441 4.37 GBytes 37.5 Gbits/sec       3.68 GBytes 31.6 Gbits/sec
442 3.63 GBytes 31.2 Gbits/sec       4.22 GBytes 36.2 Gbits/sec
443 3.66 GBytes 31.4 Gbits/sec       3.87 GBytes 33.3 Gbits/sec
444 4.08 GBytes 35.1 Gbits/sec       4.18 GBytes 35.9 Gbits/sec
445 3.82 GBytes 32.8 Gbits/sec       3.95 GBytes 33.9 Gbits/sec
446 4 GBytes 34.3 Gbits/sec       4.17 GBytes 35.8 Gbits/sec
447 4.19 GBytes 36 Gbits/sec       4.2 GBytes 36.1 Gbits/sec
448 2.63 GBytes 22.6 Gbits/sec       2.83 GBytes 24.3 Gbits/sec
449 3.76 GBytes 32.3 Gbits/sec       4.26 GBytes 36.6 Gbits/sec
450 4.2 GBytes 36.1 Gbits/sec       2.91 GBytes 25 Gbits/sec
451 4.19 GBytes 36 Gbits/sec       3.76 GBytes 32.3 Gbits/sec
452 4.18 GBytes 35.9 Gbits/sec       4.15 GBytes 35.6 Gbits/sec
453 4.18 GBytes 35.9 Gbits/sec       4.18 GBytes 35.9 Gbits/sec
454 4.19 GBytes 36 Gbits/sec       4.25 GBytes 36.5 Gbits/sec
455 4.17 GBytes 35.8 Gbits/sec       4.28 GBytes 36.8 Gbits/sec
456 4.22 GBytes 36.2 Gbits/sec       4.23 GBytes 36.3 Gbits/sec
457 4.24 GBytes 36.5 Gbits/sec       4.3 GBytes 37 Gbits/sec
458 4.01 GBytes 34.4 Gbits/sec       4.25 GBytes 36.5 Gbits/sec
459 4.16 GBytes 35.7 Gbits/sec       3.94 GBytes 33.8 Gbits/sec
460 3.92 GBytes 33.7 Gbits/sec       4 GBytes 34.4 Gbits/sec
461 3.99 GBytes 34.3 Gbits/sec       4.08 GBytes 35.1 Gbits/sec
462 3.92 GBytes 33.7 Gbits/sec       3.91 GBytes 33.6 Gbits/sec
463 3.96 GBytes 34.1 Gbits/sec       4.2 GBytes 36.1 Gbits/sec
464 4.97 GBytes 42.7 Gbits/sec       3.02 GBytes 26 Gbits/sec
465 3.71 GBytes 31.8 Gbits/sec       3.31 GBytes 28.5 Gbits/sec
466 4.08 GBytes 35.1 Gbits/sec       4.41 GBytes 37.9 Gbits/sec
467 3.85 GBytes 33.1 Gbits/sec       4.3 GBytes 36.9 Gbits/sec
468 3.63 GBytes 31.2 Gbits/sec       3.86 GBytes 33.1 Gbits/sec
469 4.56 GBytes 39.1 Gbits/sec       3.75 GBytes 32.2 Gbits/sec
470 4.51 GBytes 38.8 Gbits/sec       3.51 GBytes 30.1 Gbits/sec
471 4.08 GBytes 35 Gbits/sec       3.8 GBytes 32.7 Gbits/sec
472 4.02 GBytes 34.6 Gbits/sec       3.09 GBytes 26.6 Gbits/sec
473 4.35 GBytes 37.3 Gbits/sec       3.9 GBytes 33.5 Gbits/sec
474 3.96 GBytes 34 Gbits/sec       4.6 GBytes 39.5 Gbits/sec
475 4.28 GBytes 36.7 Gbits/sec       4.1 GBytes 35.2 Gbits/sec
476 3.91 GBytes 33.6 Gbits/sec       4.46 GBytes 38.3 Gbits/sec
477 3.97 GBytes 34.1 Gbits/sec       3.97 GBytes 34.1 Gbits/sec
478 4 GBytes 34.3 Gbits/sec       4.32 GBytes 37.1 Gbits/sec
479 4.16 GBytes 35.7 Gbits/sec       4.22 GBytes 36.2 Gbits/sec
480 3.95 GBytes 33.9 Gbits/sec       4.23 GBytes 36.3 Gbits/sec
481 4.25 GBytes 36.5 Gbits/sec       4.13 GBytes 35.4 Gbits/sec
482 4.16 GBytes 35.7 Gbits/sec       3.5 GBytes 30 Gbits/sec
483 3.57 GBytes 30.6 Gbits/sec       4.11 GBytes 35.3 Gbits/sec
484 4.34 GBytes 37.3 Gbits/sec       4.26 GBytes 36.6 Gbits/sec
485 4.12 GBytes 35.4 Gbits/sec       4.13 GBytes 35.5 Gbits/sec
486 4.03 GBytes 34.6 Gbits/sec       4.65 GBytes 39.9 Gbits/sec
487 4.31 GBytes 37 Gbits/sec       4.09 GBytes 35.1 Gbits/sec
488 3.99 GBytes 34.2 Gbits/sec       4.17 GBytes 35.8 Gbits/sec
489 4.07 GBytes 35 Gbits/sec       4.52 GBytes 38.8 Gbits/sec
490 3.89 GBytes 33.4 Gbits/sec       4.15 GBytes 35.6 Gbits/sec
491 3.92 GBytes 33.7 Gbits/sec       4.14 GBytes 35.6 Gbits/sec
492 4.05 GBytes 34.8 Gbits/sec       4.49 GBytes 38.6 Gbits/sec
493 4.04 GBytes 34.7 Gbits/sec       4.26 GBytes 36.6 Gbits/sec
494 4.42 GBytes 38 Gbits/sec       3.68 GBytes 31.6 Gbits/sec
495 4.1 GBytes 35.2 Gbits/sec       4.25 GBytes 36.5 Gbits/sec
496 4.15 GBytes 35.7 Gbits/sec       4.41 GBytes 37.9 Gbits/sec
497 4.03 GBytes 34.6 Gbits/sec       4.52 GBytes 38.9 Gbits/sec
498 3.65 GBytes 31.3 Gbits/sec       3.92 GBytes 33.7 Gbits/sec
499 4.21 GBytes 36.2 Gbits/sec       4.24 GBytes 36.5 Gbits/sec
